Symbol
RELIANCE
TCS
HDFCBANK
INFY
ICICIBANK
HINDUNILVR
SBIN
BAJFINANCE
HDFC
BHARTIARTL
KOTAKBANK
WIPRO
HCLTECH
ITC
ADANIGREEN
ASIANPAINT
BAJAJFINSV
ADANITRANS
DMART
LT
ATGL
AXISBANK
MARUTI
TITAN
ADANIENT
SUNPHARMA
ONGC
ULTRACEMCO
JSWSTEEL
ADANIPORTS
TATASTEEL
POWERGRID
VEDL
TECHM
TATAMOTORS
HINDZINC
NTPC
HINDALCO
PIDILITIND
DIVISLAB
HDFCLIFE
COALINDIA
SBILIFE
IOC
GRASIM
LTI
BAJAJ-AUTO
M&M
DABUR
DLF
SHREECEM
SIEMENS
CIPLA
SBICARD
NYKAA
SRF
BPCL
INDIGO
BRITANNIA
GODREJCP
TATAPOWER
INDUSINDBK
HAVELLS
ICICIPRULI
TATACONSUM
DRREDDY
ADANIPOWER
MINDTREE
GAIL
BERGEPAINT
EICHERMOT
AWL
ICICIGI
MARICO
APOLLOHOSP
ZOMATO
MCDOWELL-N
MPHASIS
IRCTC
INDUSTOWER
AMBUJACEM
CHOLAFIN
UPL
NAUKRI
BANKBARODA
BAJAJHLDNG
TATAELXSI
JINDALSTEL
LODHA
LTTS
GLAND
MUTHOOTFIN
PEL
BEL
JSWENERGY
HAL
BANDHANBNK
PAGEIND
NMDC
TORNTPHARM
PGHH
GODREJPROP
IDBI
HEROMOTOCO
HDFCAMC
ABB
TRENT
MOTHERSUMI
ALKEM
PIIND
BOSCHLTD
COLPAL
CANBK
BALKRISIND
VOLTAS
CONCOR
STARHEALTH
VBL
SAIL
ASTRAL
ACC
BIOCON
SONACOMS
UBL
AUBANK
AUROPHARMA
PNB
HINDPETRO
PERSISTENT
ZYDUSLIFE
POLYCAB
HONAUT
TATACOMM
JUBLFOOD
AARTIIND
GUJGASLTD
ASHOKLEY
IOB
PAYTM
OBEROIRLTY
LUPIN
MAXHEALTH
BHARATFORG
TTML
LINDEINDIA
LAURUSLABS
INDHOTEL
TIINDIA
POLICYBZR
CUMMINSIND
OFSS
YESBANK
SRTRANSFIN
DEEPAKNTR
ATUL
SCHAEFFLER
FLUOROCHEM
PFC
TVSMOTOR
PETRONET
ABFRL
RUCHI
GLAXO
IRFC
DALBHARAT
NHPC
IDEA
ZEEL
MRF
TRIDENT
COFORGE
IPCALAB
MINDAIND
RELAXO
UNIONBANK
IGL
MFSL
ABCAPITAL
SUPREMEIND
OIL
CGPOWER
DIXON
SOLARINDS
BATAINDIA
KANSAINER
TATACHEM
IDFCFIRSTB
RECLTD
CRISIL
SYNGENE
CROMPTON
TORNTPOWER
COROMANDEL
MANYAVAR
HATSUN
THERMAX
APLAPOLLO
ESCORTS
SUMICHEM
NATIONALUM
GMRINFRA
3MINDIA
FORTIS
LALPATHLAB
NAM-INDIA
SUNDARMFIN
KPRMILL
CLEAN
DEVYANI
POONAWALLA
TANLA
FEDERALBNK
RAJESHEXPO
MSUMI
AAVAS
NAVINFLUOR
IEX
VINATIORGA
ISEC
GICRE
WHIRLPOOL
L&TFH
GRINDWELL
PFIZER
EMAMILTD
PRESTIGE
LICHSGFIN
M&MFIN
PHOENIXLTD
SUNTV
INDIANB
SUNDRMFAST
BANKINDIA
JKCEMENT
NIACL
RAMCOCEM
DCMSHRIRAM
CHAMBLFERT
SKFINDIA
SANOFI
BHEL
BCG
SFL
APTUS
AFFLE
METROBRAND
KPITTECH
BLUEDART
KAJARIACER
TIMKEN
CENTRALBK
CENTURYPLY
GILLETTE
SUVENPHAR
AJANTPHARM
GODREJIND
HAPPSTMNDS
CDSL
ENDURANCE
ABSLAMC
AIAENG
NH
IRB
CARBORUNIV
POWERINDIA
GRINFRA
IIFLWAM
GSPL
ALKYLAMINE
APLLTD
ZFCVINDIA
UCOBANK
NUVOCO
NATCOPHARM
BASF
CREDITACC
INDIAMART
GNFC
EXIDEIND
MOTILALOFS
BSE
ANGELONE
INTELLECT
BSOFT
TV18BRDCST
KIOCL
UTIAMC
VTL
ALOKINDS
GLENMARK
BAJAJELEC
FINEORG
JBCHEPHARM
APOLLOTYRE
RATNAMANI
MEDPLUS
BRIGADE
AMBER
RADICO
PVR
CHOLAHLDNG
TTKPRESTIG
KEI
REDINGTON
CAMS
MAHABANK
KIMS
HINDCOPPER
IIFL
HFCL
SHRIRAMCIT
CGCL
SJVN
VIPIND
LXCHEM
CHEMPLASTS
ASAHIINDIA
METROPOLIS
LAXMIMACH
CYIENT
JSL
GALAXYSURF
BLUESTARCO
BDL
CESC
BALRAMCHIN
CASTROLIND
MASTEK
RHIM
ASTERDM
IDFC
GRAPHITE
QUESS
KEC
ROUTE
EIHOTEL
MANAPPURAM
FINPIPE
ZYDUSWELL
CENTURYTEX
CUB
SAPPHIRE
BALAMINES
ERIS
VGUARD
SAREGAMA
SHYAMMETL
JSLHISAR
AMARAJABAT
POLYMED
BIRLACORPN
ITI
WELSPUNIND
STLTECH
NETWORK18
ELGIEQUIP
DELTACORP
ALLCARGO
FSL
SUPPETRO
AKZOINDIA
NLCINDIA
GODREJAGRO
LATENTVIEW
FACT
SUZLON
CANFINHOME
NIITLTD
ZENSARTECH
ANURAS
MAPMYINDIA
EIDPARRY
ECLERX
KNRCON
VMART
SPARC
RBLBANK
SONATSOFTW
MGL
SYMPHONY
INDIGOPNTS
POLYPLEX
GRANULES
RENUKA
BEML
BORORENEW
TRIVENI
TEAMLEASE
EASEMYTRIP
IBULHSGFIN
PRIVISCL
PRAJIND
MRPL
SUNCLAYLTD
AEGISCHEM
GREENPANEL
JUBLINGREA
SIS
PRINCEPIPE
TATAINVEST
RVNL
ORIENTELEC
DEEPAKFERT
HOMEFIRST
SOBHA
GMMPFAUDLR
PNCINFRA
PGHL
MMTC
LUXIND
GUJALKALI
TCIEXP
HUDCO
TRITURBINE
NBCC
RAIN
MAHINDCIE
INDIACEM
INOXLEISUR
CERA
GSFC
JMFINANCIL
EQUITASBNK
SUNTECK
ASTRAZEN
RTNINDIA
PNBHOUSING
RITES
PSB
CHALET
JUBLPHARMA
VAIBHAVGBL
EPL
MAHLIFE
KALYANKJIL
GMDCLTD
SWSOLAR
BBTC
GAEL
JUSTDIAL
GARFIBRES
PRSMJOHNSN
FINCABLES
RAYMOND
JINDWORLD
GLS
AVANTIFEED
JKLAKSHMI
SHARDACROP
EDELWEISS
OLECTRA
GOCOLORS
KALPATPOWR
GPIL
JYOTHYLAB
MTARTECH
SCI
CCL
NAZARA
HEG
VARROC
GODFRYPHLP
GHCL
INFIBEAM
JBMA
SHOPERSTOP
JKPAPER
CAPLIPOINT
TATVA
GESHIP
BHARATRAS
INGERRAND
LEMONTREE
ROSSARI
CRAFTSMAN
RBA
HIKAL
MINDACORP
RCF
BARBEQUE
TEJASNET
JINDALPOLY
RESPONIND
MAZDOCK
JCHAC
KRBL
SWANENERGY
SUPRAJIT
VSTIND
TCNSBRANDS
JPPOWER
ESABINDIA
TCI
RALLIS
IBREALEST
MHRIL
KSB
RPOWER
JSWHL
PDSL
VIJAYA
GREAVESCOT
GLOBUSSPR
UFLEX
GREENLAM
MOIL
WELCORP
VRLLOG
NEOGEN
FDC
PCBL
HEIDELBERG
HGS
IFBIND
MAHSCOOTER
TINPLATE
RELIGARE
NOCIL
THYROCARE
USHAMART
ICRA
SARDAEN
CMSINFO
TATACOFFEE
MFL
SHAREINDIA
AARTIDRUGS
SUPRIYA
JAMNAAUTO
DALMIASUG
NESCO
MANINFRA
COCHINSHIP
MAITHANALL
LAOPALA
WOCKPHARMA
BOROLTD
ISGEC
CEATLTD
ARVINDFASN
HCG
DHANI
IRCON
TARSONS
KARURVYSYA
MAHSEAMLES
STARCEMENT
GPPL
VAKRANGEE
CSBBANK
AMIORG
DATAPATTNS
EQUITAS
HGINFRA
MAHLOG
SUDARSCHEM
ENGINERSIN
RATEGAIN
NCC
DHAMPURSUG
DBL
SANSERA
RUPA
INDOCO
SHILPAMED
ASTEC
ROLEXRINGS
SEAMECLTD
PAISALO
DHANUKA
GATEWAY
BANARISUG
SEQUENT
HEMIPROP
NEWGEN
ITDC
TATASTLLP
KSCL
AHLUCONT
ADVENZYMES
COSMOFILMS
ICIL
INDIAGLYCO
DOLLAR
TEGA
HSCL
STAR
MIDHANI
IPL
HATHWAY
NILKAMAL
VENKEYS
J&KBANK
DISHTV
ARVIND
RSYSTEMS
HIL
RELINFRA
MASFIN
ORIENTCEM
HINDOILEXP
DCAL
SAGCEM
JKTYRE
JINDALSAW
RTNPOWER
ACE
FILATEX
SCHNEIDER
TIPSINDLTD
TASTYBITE
SOMANYCERA
OPTIEMUS
PFOCUS
TECHNOE
TIRUMALCHM
SELMC
RAILTEL
CARTRADE
GREENPLY
IIFLSEC
DODLA
MOL
SHIL
RAJRATAN
INDOSTAR
NFL
GRSE
THOMASCOOK
AUTOAXLES
UJJIVANSFB
DBREALTY
EKC
KIRIINDUS
PURVA
SSWL
ANANDRATHI
